"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Fine Particulate Matter (µg/m³)	# of Observations for Fine Particulate Matter	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Michigan"	"26"	"Aug 05, 2011"	"2011/08/05"	16.85	1671	6.60	24.10	3.83
	"Michigan"	"26"	"Aug 06, 2011"	"2011/08/06"	15.46	1671	8.00	24.10	4.17
	"Michigan"	"26"	"Aug 07, 2011"	"2011/08/07"	15.02	1671	7.50	20.60	3.08
	"Michigan"	"26"	"Aug 08, 2011"	"2011/08/08"	12.20	1671	8.80	14.90	0.98
	"Michigan"	"26"	"Aug 09, 2011"	"2011/08/09"	10.50	1671	5.30	16.80	2.37
	"Michigan"	"26"	"Aug 10, 2011"	"2011/08/10"	7.13	1671	3.90	10.60	1.21
	"Michigan"	"26"	"Aug 11, 2011"	"2011/08/11"	7.77	1671	4.30	11.30	1.33
	"Michigan"	"26"	"Aug 12, 2011"	"2011/08/12"	10.63	1671	6.50	13.00	1.60
	"Michigan"	"26"	"Aug 13, 2011"	"2011/08/13"	9.96	1671	5.50	13.70	1.93
	"Michigan"	"26"	"Aug 14, 2011"	"2011/08/14"	8.29	1671	5.00	12.10	1.79
	"Michigan"	"26"	"Aug 15, 2011"	"2011/08/15"	6.23	1671	2.30	11.20	2.57
	"Michigan"	"26"	"Aug 16, 2011"	"2011/08/16"	11.73	1671	9.70	13.80	1.09
	"Michigan"	"26"	"Aug 17, 2011"	"2011/08/17"	10.63	1671	5.80	16.00	2.42
	"Michigan"	"26"	"Aug 18, 2011"	"2011/08/18"	8.15	1671	2.70	15.40	2.80
	"Michigan"	"26"	"Aug 19, 2011"	"2011/08/19"	5.53	1671	0.00	14.10	5.10
	"Michigan"	"26"	"Aug 20, 2011"	"2011/08/20"	10.98	1671	6.90	18.20	2.19
	"Michigan"	"26"	"Aug 21, 2011"	"2011/08/21"	9.70	1671	4.70	12.10	1.37
	"Michigan"	"26"	"Aug 22, 2011"	"2011/08/22"	9.62	1671	7.00	12.10	1.01
	"Michigan"	"26"	"Aug 23, 2011"	"2011/08/23"	4.80	1671	0.00	18.50	4.01
	"Michigan"	"26"	"Aug 24, 2011"	"2011/08/24"	9.76	1671	4.10	13.90	2.00
	"Michigan"	"26"	"Aug 25, 2011"	"2011/08/25"	6.05	1671	3.00	12.60	1.89
	"Michigan"	"26"	"Aug 26, 2011"	"2011/08/26"	11.98	1671	6.50	17.80	3.04
	"Michigan"	"26"	"Aug 27, 2011"	"2011/08/27"	13.39	1671	10.30	19.70	2.52
	"Michigan"	"26"	"Aug 28, 2011"	"2011/08/28"	10.56	1671	8.20	14.00	1.03
	"Michigan"	"26"	"Aug 29, 2011"	"2011/08/29"	8.14	1671	5.50	10.60	1.10
	"Michigan"	"26"	"Aug 30, 2011"	"2011/08/30"	14.75	1671	12.90	17.00	0.95
	"Michigan"	"26"	"Aug 31, 2011"	"2011/08/31"	22.82	1671	16.10	26.50	2.89
	"Michigan"	"26"	"Sep 01, 2011"	"2011/09/01"	12.74	1671	6.70	20.60	2.72
	"Michigan"	"26"	"Sep 02, 2011"	"2011/09/02"	13.21	1671	1.10	21.50	3.99
	"Michigan"	"26"	"Sep 03, 2011"	"2011/09/03"	19.36	1671	11.40	30.00	3.57
	"Michigan"	"26"	"Sep 04, 2011"	"2011/09/04"	21.78	1671	7.80	31.20	6.36
	"Michigan"	"26"	"Sep 05, 2011"	"2011/09/05"	14.23	1671	7.80	17.40	2.85
	"Michigan"	"26"	"Sep 06, 2011"	"2011/09/06"	11.24	1671	8.00	13.50	1.75
	"Michigan"	"26"	"Sep 07, 2011"	"2011/09/07"	9.08	1671	5.70	11.50	1.23
	"Michigan"	"26"	"Sep 08, 2011"	"2011/09/08"	6.96	1671	5.50	8.70	0.79
	"Michigan"	"26"	"Sep 09, 2011"	"2011/09/09"	12.08	1671	9.70	16.20	1.53
	"Michigan"	"26"	"Sep 10, 2011"	"2011/09/10"	9.13	1671	5.40	13.70	1.97
	"Michigan"	"26"	"Sep 11, 2011"	"2011/09/11"	11.55	1671	7.30	14.90	0.77
	"Michigan"	"26"	"Sep 12, 2011"	"2011/09/12"	13.04	1671	5.60	29.40	5.35
	"Michigan"	"26"	"Sep 13, 2011"	"2011/09/13"	15.55	1671	6.40	20.50	4.14
	"Michigan"	"26"	"Sep 14, 2011"	"2011/09/14"	14.81	1671	9.50	21.40	2.98
	"Michigan"	"26"	"Sep 15, 2011"	"2011/09/15"	1.83	1671	0.00	7.10	1.21
	"Michigan"	"26"	"Sep 16, 2011"	"2011/09/16"	8.31	1671	6.60	11.40	0.97
	"Michigan"	"26"	"Sep 17, 2011"	"2011/09/17"	8.42	1671	6.90	10.90	1.10
	"Michigan"	"26"	"Sep 18, 2011"	"2011/09/18"	15.48	1671	13.90	17.80	0.70
	"Michigan"	"26"	"Sep 19, 2011"	"2011/09/19"	9.21	1671	5.80	13.30	1.69
	"Michigan"	"26"	"Sep 20, 2011"	"2011/09/20"	13.24	1671	9.70	17.80	1.90
	"Michigan"	"26"	"Sep 21, 2011"	"2011/09/21"	10.39	1671	5.00	16.80	3.18
	"Michigan"	"26"	"Sep 22, 2011"	"2011/09/22"	12.01	1671	9.40	14.90	1.05
	"Michigan"	"26"	"Sep 23, 2011"	"2011/09/23"	12.59	1671	10.00	14.40	0.75
	"Michigan"	"26"	"Sep 24, 2011"	"2011/09/24"	9.96	1671	7.50	11.40	0.68
	"Michigan"	"26"	"Sep 25, 2011"	"2011/09/25"	11.83	1671	8.30	14.00	1.00
	"Michigan"	"26"	"Sep 26, 2011"	"2011/09/26"	11.98	1671	8.10	13.60	0.84
	"Michigan"	"26"	"Sep 27, 2011"	"2011/09/27"	11.68	1671	8.70	14.70	1.35
	"Michigan"	"26"	"Sep 28, 2011"	"2011/09/28"	12.67	1671	7.10	15.40	2.66
	"Michigan"	"26"	"Sep 29, 2011"	"2011/09/29"	15.50	1671	11.70	17.10	1.08
	"Michigan"	"26"	"Sep 30, 2011"	"2011/09/30"	7.12	1671	5.80	9.00	0.97
	"Michigan"	"26"	"Oct 01, 2011"	"2011/10/01"	6.76	1671	3.60	10.30	1.77
	"Michigan"	"26"	"Oct 02, 2011"	"2011/10/02"	8.67	1671	7.00	11.10	0.84
	"Michigan"	"26"	"Oct 03, 2011"	"2011/10/03"	9.25	1671	6.90	13.70	1.17
	"Michigan"	"26"	"Oct 04, 2011"	"2011/10/04"	9.55	1671	6.30	13.30	1.56
	"Michigan"	"26"	"Oct 05, 2011"	"2011/10/05"	10.57	1671	8.40	13.50	1.24
	"Michigan"	"26"	"Oct 06, 2011"	"2011/10/06"	19.22	1671	11.00	25.90	4.31
	"Michigan"	"26"	"Oct 07, 2011"	"2011/10/07"	8.00	1671	4.70	12.30	2.06
	"Michigan"	"26"	"Oct 08, 2011"	"2011/10/08"	8.86	1671	7.80	10.60	0.50
	"Michigan"	"26"	"Oct 09, 2011"	"2011/10/09"	9.49	1671	5.20	15.60	1.93
	"Michigan"	"26"	"Oct 10, 2011"	"2011/10/10"	9.50	1671	6.90	12.20	1.05
	"Michigan"	"26"	"Oct 11, 2011"	"2011/10/11"	6.13	1671	3.50	11.10	1.69
	"Michigan"	"26"	"Oct 12, 2011"	"2011/10/12"	10.57	1671	7.60	15.20	1.63
	"Michigan"	"26"	"Oct 13, 2011"	"2011/10/13"	12.21	1671	9.30	14.40	1.23
	"Michigan"	"26"	"Oct 14, 2011"	"2011/10/14"	17.21	1671	11.20	20.30	2.15
	"Michigan"	"26"	"Oct 15, 2011"	"2011/10/15"	8.93	1671	7.40	10.20	0.53
	"Michigan"	"26"	"Oct 16, 2011"	"2011/10/16"	13.44	1671	9.50	16.60	1.44
	"Michigan"	"26"	"Oct 17, 2011"	"2011/10/17"	9.90	1671	7.30	11.30	1.03
	"Michigan"	"26"	"Oct 18, 2011"	"2011/10/18"	9.98	1671	7.70	12.30	0.78
	"Michigan"	"26"	"Oct 19, 2011"	"2011/10/19"	9.77	1671	8.30	11.40	0.86
	"Michigan"	"26"	"Oct 20, 2011"	"2011/10/20"	12.84	1671	8.30	16.10	1.91
	"Michigan"	"26"	"Oct 21, 2011"	"2011/10/21"	5.91	1671	4.20	8.90	1.02
	"Michigan"	"26"	"Oct 22, 2011"	"2011/10/22"	13.86	1671	8.40	18.30	2.46
	"Michigan"	"26"	"Oct 23, 2011"	"2011/10/23"	11.34	1671	8.00	14.10	1.38
	"Michigan"	"26"	"Oct 24, 2011"	"2011/10/24"	6.35	1671	4.40	9.40	0.94
	"Michigan"	"26"	"Oct 25, 2011"	"2011/10/25"	9.87	1671	8.00	12.10	0.82
	"Michigan"	"26"	"Oct 26, 2011"	"2011/10/26"	10.12	1671	6.00	13.70	1.96
	"Michigan"	"26"	"Oct 27, 2011"	"2011/10/27"	9.03	1671	7.90	9.80	0.37
	"Michigan"	"26"	"Oct 28, 2011"	"2011/10/28"	17.33	1671	9.40	21.80	3.25
	"Michigan"	"26"	"Oct 29, 2011"	"2011/10/29"	13.98	1671	10.90	18.10	1.36
	"Michigan"	"26"	"Oct 30, 2011"	"2011/10/30"	16.43	1671	13.30	20.40	1.50
	"Michigan"	"26"	"Oct 31, 2011"	"2011/10/31"	19.91	1671	15.90	23.40	1.36
	"Michigan"	"26"	"Nov 01, 2011"	"2011/11/01"	11.14	1671	7.30	14.80	1.89
	"Michigan"	"26"	"Nov 02, 2011"	"2011/11/02"	10.16	1671	7.60	14.30	1.91
	"Michigan"	"26"	"Nov 03, 2011"	"2011/11/03"	9.87	1671	6.10	13.10	2.07
	"Michigan"	"26"	"Nov 04, 2011"	"2011/11/04"	7.92	1671	6.50	10.10	0.60
	"Michigan"	"26"	"Nov 05, 2011"	"2011/11/05"	16.68	1671	11.30	19.80	1.93
	"Michigan"	"26"	"Nov 06, 2011"	"2011/11/06"	11.75	1671	6.60	15.50	1.57
	"Michigan"	"26"	"Nov 07, 2011"	"2011/11/07"	8.31	1671	5.50	12.30	1.20
	"Michigan"	"26"	"Nov 08, 2011"	"2011/11/08"	7.39	1671	4.50	12.40	2.03
	"Michigan"	"26"	"Nov 09, 2011"	"2011/11/09"	13.40	1671	9.60	17.50	2.36
	"Michigan"	"26"	"Nov 10, 2011"	"2011/11/10"	13.12	1671	11.70	13.70	0.40
	"Michigan"	"26"	"Nov 11, 2011"	"2011/11/11"	9.70	1671	6.30	13.40	1.81
	"Michigan"	"26"	"Nov 12, 2011"	"2011/11/12"	10.29	1671	8.90	12.70	0.72
	"Michigan"	"26"	"Nov 13, 2011"	"2011/11/13"	13.09	1671	10.60	15.20	0.70
	"Michigan"	"26"	"Nov 14, 2011"	"2011/11/14"	11.24	1671	10.30	12.00	0.41
	"Michigan"	"26"	"Nov 15, 2011"	"2011/11/15"	12.72	1671	10.70	14.50	0.89
	"Michigan"	"26"	"Nov 16, 2011"	"2011/11/16"	13.71	1671	12.70	15.20	0.42
	"Michigan"	"26"	"Nov 17, 2011"	"2011/11/17"	11.11	1671	8.80	14.10	1.27
	"Michigan"	"26"	"Nov 18, 2011"	"2011/11/18"	8.75	1671	6.80	9.80	0.49
	"Michigan"	"26"	"Nov 19, 2011"	"2011/11/19"	8.88	1671	7.00	11.50	1.11
	"Michigan"	"26"	"Nov 20, 2011"	"2011/11/20"	13.74	1671	9.60	16.80	1.60
	"Michigan"	"26"	"Nov 21, 2011"	"2011/11/21"	7.39	1671	5.00	9.60	1.32
	"Michigan"	"26"	"Nov 22, 2011"	"2011/11/22"	10.98	1671	8.00	13.60	1.25
	"Michigan"	"26"	"Nov 23, 2011"	"2011/11/23"	14.27	1671	8.20	20.10	2.30
	"Michigan"	"26"	"Nov 24, 2011"	"2011/11/24"	10.68	1671	8.20	14.10	1.36
	"Michigan"	"26"	"Nov 25, 2011"	"2011/11/25"	8.28	1671	6.40	9.40	0.64
	"Michigan"	"26"	"Nov 26, 2011"	"2011/11/26"	11.08	1671	8.20	14.40	1.70
	"Michigan"	"26"	"Nov 27, 2011"	"2011/11/27"	14.56	1671	12.70	15.80	0.79
	"Michigan"	"26"	"Nov 28, 2011"	"2011/11/28"	12.96	1671	10.90	15.40	0.93
	"Michigan"	"26"	"Nov 29, 2011"	"2011/11/29"	12.34	1671	7.00	17.80	2.55
	"Michigan"	"26"	"Nov 30, 2011"	"2011/11/30"	12.46	1671	10.10	14.60	1.11
	"Michigan"	"26"	"Dec 01, 2011"	"2011/12/01"	9.40	1671	8.00	11.20	0.52
	"Michigan"	"26"	"Dec 02, 2011"	"2011/12/02"	10.53	1671	8.40	14.00	1.40
	"Michigan"	"26"	"Dec 03, 2011"	"2011/12/03"	10.12	1671	9.50	11.40	0.34
	"Michigan"	"26"	"Dec 04, 2011"	"2011/12/04"	12.24	1671	10.90	13.30	0.52
	"Michigan"	"26"	"Dec 05, 2011"	"2011/12/05"	8.14	1671	6.90	9.60	0.57
	"Michigan"	"26"	"Dec 06, 2011"	"2011/12/06"	19.75	1671	15.70	23.00	1.95
	"Michigan"	"26"	"Dec 07, 2011"	"2011/12/07"	19.84	1671	17.90	21.90	0.88
	"Michigan"	"26"	"Dec 08, 2011"	"2011/12/08"	10.17	1671	7.30	13.50	1.50
	"Michigan"	"26"	"Dec 09, 2011"	"2011/12/09"	22.75	1671	21.70	23.80	0.49
	"Michigan"	"26"	"Dec 10, 2011"	"2011/12/10"	22.09	1671	20.00	24.20	1.26
	"Michigan"	"26"	"Dec 11, 2011"	"2011/12/11"	9.49	1671	7.80	13.20	1.46
	"Michigan"	"26"	"Dec 12, 2011"	"2011/12/12"	15.76	1671	14.10	16.70	0.43
	"Michigan"	"26"	"Dec 13, 2011"	"2011/12/13"	8.66	1671	6.50	13.60	1.65
	"Michigan"	"26"	"Dec 14, 2011"	"2011/12/14"	4.82	1671	3.60	6.90	0.65
	"Michigan"	"26"	"Dec 15, 2011"	"2011/12/15"	13.46	1671	11.40	15.70	0.93
	"Michigan"	"26"	"Dec 16, 2011"	"2011/12/16"	14.15	1671	11.50	16.60	1.04
	"Michigan"	"26"	"Dec 17, 2011"	"2011/12/17"	27.16	1671	15.80	35.60	4.71
	"Michigan"	"26"	"Dec 18, 2011"	"2011/12/18"	13.74	1671	12.60	15.40	0.81
	"Michigan"	"26"	"Dec 19, 2011"	"2011/12/19"	13.87	1671	12.40	16.10	0.82
	"Michigan"	"26"	"Dec 20, 2011"	"2011/12/20"	10.72	1671	10.10	11.40	0.24
	"Michigan"	"26"	"Dec 21, 2011"	"2011/12/21"	14.85	1671	13.90	15.90	0.46
	"Michigan"	"26"	"Dec 22, 2011"	"2011/12/22"	14.41	1671	13.20	15.20	0.44
	"Michigan"	"26"	"Dec 23, 2011"	"2011/12/23"	17.91	1671	11.70	21.80	1.85
	"Michigan"	"26"	"Dec 24, 2011"	"2011/12/24"	26.62	1671	23.00	29.20	1.49
	"Michigan"	"26"	"Dec 25, 2011"	"2011/12/25"	30.93	1671	26.90	35.50	2.16
	"Michigan"	"26"	"Dec 26, 2011"	"2011/12/26"	14.57	1671	12.80	16.20	0.54
	"Michigan"	"26"	"Dec 27, 2011"	"2011/12/27"	5.49	1671	3.70	8.70	1.05
	"Michigan"	"26"	"Dec 28, 2011"	"2011/12/28"	21.55	1671	18.40	23.50	1.06
	"Michigan"	"26"	"Dec 29, 2011"	"2011/12/29"	4.76	1671	1.90	8.50	1.38
	"Michigan"	"26"	"Dec 30, 2011"	"2011/12/30"	17.42	1671	15.00	19.10	1.10
	"Michigan"	"26"	"Dec 31, 2011"	"2011/12/31"	21.66	1671	16.20	26.10	2.37
"Total"	"Michigan"	"26"			11.49	609915	0.00	47.50	5.02
	"Minnesota"	"27"	"Jan 01, 2011"	"2011/01/01"	15.05	2509	5.80	24.50	4.95
	"Minnesota"	"27"	"Jan 02, 2011"	"2011/01/02"	8.96	2509	7.90	10.40	0.52
	"Minnesota"	"27"	"Jan 03, 2011"	"2011/01/03"	6.97	2509	6.30	8.20	0.44
	"Minnesota"	"27"	"Jan 04, 2011"	"2011/01/04"	13.96	2509	12.10	15.10	0.49
	"Minnesota"	"27"	"Jan 05, 2011"	"2011/01/05"	14.67	2509	13.50	15.50	0.30
	"Minnesota"	"27"	"Jan 06, 2011"	"2011/01/06"	9.01	2509	7.90	9.50	0.35
	"Minnesota"	"27"	"Jan 07, 2011"	"2011/01/07"	15.44	2509	13.00	17.90	1.30
	"Minnesota"	"27"	"Jan 08, 2011"	"2011/01/08"	13.78	2509	12.40	15.70	0.84
	"Minnesota"	"27"	"Jan 09, 2011"	"2011/01/09"	6.33	2509	5.50	7.30	0.40
	"Minnesota"	"27"	"Jan 10, 2011"	"2011/01/10"	14.83	2509	14.40	15.20	0.20
	"Minnesota"	"27"	"Jan 11, 2011"	"2011/01/11"	10.19	2509	8.10	12.80	1.22
	"Minnesota"	"27"	"Jan 12, 2011"	"2011/01/12"	10.36	2509	9.70	11.30	0.38
	"Minnesota"	"27"	"Jan 13, 2011"	"2011/01/13"	12.46	2509	11.70	12.90	0.29
	"Minnesota"	"27"	"Jan 14, 2011"	"2011/01/14"	14.68	2509	13.00	16.40	0.89
	"Minnesota"	"27"	"Jan 15, 2011"	"2011/01/15"	8.87	2509	6.80	10.90	0.94
	"Minnesota"	"27"	"Jan 16, 2011"	"2011/01/16"	23.60	2509	21.50	25.50	0.99
	"Minnesota"	"27"	"Jan 17, 2011"	"2011/01/17"	17.95	2509	16.50	19.70	0.80
	"Minnesota"	"27"	"Jan 18, 2011"	"2011/01/18"	11.01	2509	10.70	11.50	0.13
	"Minnesota"	"27"	"Jan 19, 2011"	"2011/01/19"	14.96	2509	13.00	16.80	1.03
	"Minnesota"	"27"	"Jan 20, 2011"	"2011/01/20"	9.40	2509	6.60	12.50	1.46
	"Minnesota"	"27"	"Jan 21, 2011"	"2011/01/21"	10.49	2509	9.70	14.20	0.78
	"Minnesota"	"27"	"Jan 22, 2011"	"2011/01/22"	12.85	2509	9.70	15.00	1.29
	"Minnesota"	"27"	"Jan 23, 2011"	"2011/01/23"	14.72	2509	11.90	17.70	1.52
	"Minnesota"	"27"	"Jan 24, 2011"	"2011/01/24"	12.36	2509	4.90	19.30	3.69
	"Minnesota"	"27"	"Jan 25, 2011"	"2011/01/25"	14.49	2509	13.20	15.70	0.52
	"Minnesota"	"27"	"Jan 26, 2011"	"2011/01/26"	18.02	2509	12.70	24.50	3.05
	"Minnesota"	"27"	"Jan 27, 2011"	"2011/01/27"	12.05	2509	10.00	14.40	0.98
	"Minnesota"	"27"	"Jan 28, 2011"	"2011/01/28"	16.60	2509	13.60	19.50	1.35
	"Minnesota"	"27"	"Jan 29, 2011"	"2011/01/29"	16.81	2509	14.50	19.40	1.24
	"Minnesota"	"27"	"Jan 30, 2011"	"2011/01/30"	16.94	2509	9.50	24.60	4.08
	"Minnesota"	"27"	"Jan 31, 2011"	"2011/01/31"	5.89	2509	2.70	8.00	1.29
	"Minnesota"	"27"	"Feb 01, 2011"	"2011/02/01"	6.66	2509	5.70	7.60	0.40
	"Minnesota"	"27"	"Feb 02, 2011"	"2011/02/02"	4.04	2509	3.60	4.60	0.23
	"Minnesota"	"27"	"Feb 03, 2011"	"2011/02/03"	10.88	2509	8.50	12.90	1.17
	"Minnesota"	"27"	"Feb 04, 2011"	"2011/02/04"	20.27	2509	15.00	26.00	2.82
	"Minnesota"	"27"	"Feb 05, 2011"	"2011/02/05"	8.20	2509	7.70	9.30	0.28
	"Minnesota"	"27"	"Feb 06, 2011"	"2011/02/06"	17.26	2509	14.30	20.00	1.49
	"Minnesota"	"27"	"Feb 07, 2011"	"2011/02/07"	10.46	2509	9.30	11.50	0.55
	"Minnesota"	"27"	"Feb 08, 2011"	"2011/02/08"	7.12	2509	5.90	8.30	0.60
	"Minnesota"	"27"	"Feb 09, 2011"	"2011/02/09"	6.78	2509	5.60	7.80	0.52
	"Minnesota"	"27"	"Feb 10, 2011"	"2011/02/10"	8.49	2509	7.70	9.00	0.32
	"Minnesota"	"27"	"Feb 11, 2011"	"2011/02/11"	8.91	2509	8.10	12.20	0.73
	"Minnesota"	"27"	"Feb 12, 2011"	"2011/02/12"	9.82	2509	8.40	11.20	0.65
	"Minnesota"	"27"	"Feb 13, 2011"	"2011/02/13"	18.07	2509	16.20	19.10	0.58
	"Minnesota"	"27"	"Feb 14, 2011"	"2011/02/14"	8.84	2509	8.10	9.60	0.35
	"Minnesota"	"27"	"Feb 15, 2011"	"2011/02/15"	5.80	2509	4.20	7.30	0.50
	"Minnesota"	"27"	"Feb 16, 2011"	"2011/02/16"	4.99	2509	0.00	7.80	2.07
	"Minnesota"	"27"	"Feb 17, 2011"	"2011/02/17"	6.05	2509	1.00	9.40	1.57
	"Minnesota"	"27"	"Feb 18, 2011"	"2011/02/18"	7.93	2509	6.60	8.70	0.44
	"Minnesota"	"27"	"Feb 19, 2011"	"2011/02/19"	5.07	2509	3.80	7.40	0.64
	"Minnesota"	"27"	"Feb 20, 2011"	"2011/02/20"	10.32	2509	6.80	14.30	1.91
	"Minnesota"	"27"	"Feb 21, 2011"	"2011/02/21"	11.21	2509	8.40	14.80	1.65
	"Minnesota"	"27"	"Feb 22, 2011"	"2011/02/22"	10.53	2509	8.90	14.30	1.40
	"Minnesota"	"27"	"Feb 23, 2011"	"2011/02/23"	13.66	2509	11.70	17.00	1.65
	"Minnesota"	"27"	"Feb 24, 2011"	"2011/02/24"	10.81	2509	9.50	12.60	0.75
	"Minnesota"	"27"	"Feb 25, 2011"	"2011/02/25"	8.99	2509	5.40	13.80	2.23
	"Minnesota"	"27"	"Feb 26, 2011"	"2011/02/26"	7.99	2509	6.00	9.30	0.71
	"Minnesota"	"27"	"Feb 27, 2011"	"2011/02/27"	11.77	2509	7.80	16.90	2.25
	"Minnesota"	"27"	"Feb 28, 2011"	"2011/02/28"	12.25	2509	10.30	15.00	1.22
	"Minnesota"	"27"	"Mar 01, 2011"	"2011/03/01"	12.28	2509	11.40	14.30	0.82
	"Minnesota"	"27"	"Mar 02, 2011"	"2011/03/02"	7.69	2509	5.70	12.20	1.63
	"Minnesota"	"27"	"Mar 03, 2011"	"2011/03/03"	11.27	2509	9.20	15.90	1.90
	"Minnesota"	"27"	"Mar 04, 2011"	"2011/03/04"	5.45	2509	3.70	6.60	0.65
	"Minnesota"	"27"	"Mar 05, 2011"	"2011/03/05"	11.18	2509	9.80	12.50	0.61
	"Minnesota"	"27"	"Mar 06, 2011"	"2011/03/06"	8.59	2509	6.80	11.80	1.31
	"Minnesota"	"27"	"Mar 07, 2011"	"2011/03/07"	5.18	2509	4.30	6.30	0.49
	"Minnesota"	"27"	"Mar 08, 2011"	"2011/03/08"	6.30	2509	3.10	8.90	1.25
	"Minnesota"	"27"	"Mar 09, 2011"	"2011/03/09"	7.72	2509	6.10	8.50	0.53
	"Minnesota"	"27"	"Mar 10, 2011"	"2011/03/10"	12.21	2509	10.00	14.80	1.22
	"Minnesota"	"27"	"Mar 11, 2011"	"2011/03/11"	10.21	2509	9.00	13.80	1.04
	"Minnesota"	"27"	"Mar 12, 2011"	"2011/03/12"	9.27	2509	7.40	15.00	1.68
	"Minnesota"	"27"	"Mar 13, 2011"	"2011/03/13"	11.38	2509	8.90	13.40	1.16
	"Minnesota"	"27"	"Mar 14, 2011"	"2011/03/14"	4.99	2509	4.00	6.90	0.59
	"Minnesota"	"27"	"Mar 15, 2011"	"2011/03/15"	6.26	2509	3.00	10.30	0.93
	"Minnesota"	"27"	"Mar 16, 2011"	"2011/03/16"	8.97	2509	6.90	15.50	1.95
	"Minnesota"	"27"	"Mar 17, 2011"	"2011/03/17"	7.66	2509	0.00	11.20	3.54
	"Minnesota"	"27"	"Mar 18, 2011"	"2011/03/18"	10.01	2509	7.70	19.40	2.39
	"Minnesota"	"27"	"Mar 19, 2011"	"2011/03/19"	0.43	2509	0.00	2.80	0.60
	"Minnesota"	"27"	"Mar 20, 2011"	"2011/03/20"	4.86	2509	0.50	8.70	1.09
	"Minnesota"	"27"	"Mar 21, 2011"	"2011/03/21"	8.68	2509	6.80	11.40	1.11
	"Minnesota"	"27"	"Mar 22, 2011"	"2011/03/22"	10.17	2509	7.20	12.70	0.92
	"Minnesota"	"27"	"Mar 23, 2011"	"2011/03/23"	10.55	2509	7.40	14.00	1.64
	"Minnesota"	"27"	"Mar 24, 2011"	"2011/03/24"	4.94	2509	2.20	6.40	1.12
	"Minnesota"	"27"	"Mar 25, 2011"	"2011/03/25"	18.34	2509	10.70	25.80	3.90
	"Minnesota"	"27"	"Mar 26, 2011"	"2011/03/26"	9.19	2509	8.30	10.50	0.47
	"Minnesota"	"27"	"Mar 27, 2011"	"2011/03/27"	10.66	2509	9.50	11.90	0.52
	"Minnesota"	"27"	"Mar 28, 2011"	"2011/03/28"	14.59	2509	10.80	15.90	1.37
	"Minnesota"	"27"	"Mar 29, 2011"	"2011/03/29"	11.11	2509	9.00	14.30	1.30
	"Minnesota"	"27"	"Mar 30, 2011"	"2011/03/30"	10.27	2509	9.40	12.10	0.46
	"Minnesota"	"27"	"Mar 31, 2011"	"2011/03/31"	19.92	2509	13.50	29.60	4.41
	"Minnesota"	"27"	"Apr 01, 2011"	"2011/04/01"	7.21	2509	5.40	11.00	1.40
	"Minnesota"	"27"	"Apr 02, 2011"	"2011/04/02"	8.01	2509	6.10	8.50	0.51
	"Minnesota"	"27"	"Apr 03, 2011"	"2011/04/03"	11.10	2509	7.30	20.40	3.74
	"Minnesota"	"27"	"Apr 04, 2011"	"2011/04/04"	6.48	2509	5.40	8.20	0.54
	"Minnesota"	"27"	"Apr 05, 2011"	"2011/04/05"	11.97	2509	4.50	18.20	3.21
	"Minnesota"	"27"	"Apr 06, 2011"	"2011/04/06"	9.41	2509	4.10	12.70	1.91
	"Minnesota"	"27"	"Apr 07, 2011"	"2011/04/07"	9.83	2509	5.40	16.00	2.57
	"Minnesota"	"27"	"Apr 08, 2011"	"2011/04/08"	15.13	2509	5.90	23.20	3.71
	"Minnesota"	"27"	"Apr 09, 2011"	"2011/04/09"	15.32	2509	9.10	23.70	4.07
	"Minnesota"	"27"	"Apr 10, 2011"	"2011/04/10"	20.64	2509	11.00	27.30	2.92
	"Minnesota"	"27"	"Apr 11, 2011"	"2011/04/11"	8.09	2509	3.60	10.80	1.50
	"Minnesota"	"27"	"Apr 12, 2011"	"2011/04/12"	10.89	2509	6.30	14.70	1.44
	"Minnesota"	"27"	"Apr 13, 2011"	"2011/04/13"	10.63	2509	5.90	18.00	2.28
	"Minnesota"	"27"	"Apr 14, 2011"	"2011/04/14"	18.35	2509	11.10	22.80	2.35
	"Minnesota"	"27"	"Apr 15, 2011"	"2011/04/15"	8.93	2509	3.50	13.10	1.93
	"Minnesota"	"27"	"Apr 16, 2011"	"2011/04/16"	7.49	2509	5.40	10.20	0.91
	"Minnesota"	"27"	"Apr 17, 2011"	"2011/04/17"	12.57	2509	6.20	23.90	3.67
	"Minnesota"	"27"	"Apr 18, 2011"	"2011/04/18"	11.02	2509	8.30	15.30	1.65
	"Minnesota"	"27"	"Apr 19, 2011"	"2011/04/19"	21.27	2509	11.80	32.40	4.90
	"Minnesota"	"27"	"Apr 20, 2011"	"2011/04/20"	7.60	2509	6.70	9.40	0.60
	"Minnesota"	"27"	"Apr 21, 2011"	"2011/04/21"	19.38	2509	5.00	25.30	3.90
	"Minnesota"	"27"	"Apr 22, 2011"	"2011/04/22"	8.85	2509	4.40	11.30	1.15
	"Minnesota"	"27"	"Apr 23, 2011"	"2011/04/23"	8.58	2509	4.20	15.80	2.02
	"Minnesota"	"27"	"Apr 24, 2011"	"2011/04/24"	13.68	2509	4.90	18.90	2.90
