"Notes"	"County"	"County Code"	"Year"	"Year Code"	Heat Wave Days Based on Daily Maximum Temperature	Average Heat Wave Days Based on Daily Maximum Temperature	Average Heat Wave Days Based on Daily Maximum Temperature Standard Deviation	Heat Wave Days Based on Daily Maximum Heat Index	Average Heat Wave Days Based on Daily Maximum Heat Index	Average Heat Wave Days Based on Daily Maximum Heat Index Standard Deviation	Heat Wave Days Based on Net Daily Heat Stress	Average Heat Wave Days Based on Net Daily Heat Stress	Average Heat Wave Days Based on Net Daily Heat Stress Standard Deviation	Population	Average Population
	"Pembina County, ND"	"38067"	"1981"	"1981"	5	5.00	0.00	3	3.00	0.00	2	2.00	0.00	10306	10306.00
"Total"	"Pembina County, ND"	"38067"			Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	10306	10306.00
	"Pierce County, ND"	"38069"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	2	2.00	0.00	6141	6141.00
"Total"	"Pierce County, ND"	"38069"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	2.00	0.00	6141	6141.00
	"Ramsey County, ND"	"38071"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	2	2.00	0.00	12960	12960.00
"Total"	"Ramsey County, ND"	"38071"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	2.00	0.00	12960	12960.00
	"Ransom County, ND"	"38073"	"1981"	"1981"	9	9.00	0.00	4	4.00	0.00	4	4.00	0.00	6527	6527.00
"Total"	"Ransom County, ND"	"38073"			Not Applicable	9.00	0.00	Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	6527	6527.00
	"Renville County, ND"	"38075"	"1981"	"1981"	4	4.00	0.00	3	3.00	0.00	3	3.00	0.00	3626	3626.00
"Total"	"Renville County, ND"	"38075"			Not Applicable	4.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	3626	3626.00
	"Richland County, ND"	"38077"	"1981"	"1981"	7	7.00	0.00	4	4.00	0.00	4	4.00	0.00	19224	19224.00
"Total"	"Richland County, ND"	"38077"			Not Applicable	7.00	0.00	Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	19224	19224.00
	"Rolette County, ND"	"38079"	"1981"	"1981"	5	5.00	0.00	3	3.00	0.00	2	2.00	0.00	12309	12309.00
"Total"	"Rolette County, ND"	"38079"			Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	12309	12309.00
	"Sargent County, ND"	"38081"	"1981"	"1981"	7	7.00	0.00	4	4.00	0.00	4	4.00	0.00	5373	5373.00
"Total"	"Sargent County, ND"	"38081"			Not Applicable	7.00	0.00	Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	5373	5373.00
	"Sheridan County, ND"	"38083"	"1981"	"1981"	5	5.00	0.00	7	7.00	0.00	3	3.00	0.00	2658	2658.00
"Total"	"Sheridan County, ND"	"38083"			Not Applicable	5.00	0.00	Not Applicable	7.00	0.00	Not Applicable	3.00	0.00	2658	2658.00
	"Sioux County, ND"	"38085"	"1981"	"1981"	3	3.00	0.00	0	0.00	0.00	3	3.00	0.00	3727	3727.00
"Total"	"Sioux County, ND"	"38085"			Not Applicable	3.00	0.00	Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	3727	3727.00
	"Slope County, ND"	"38087"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	5	5.00	0.00	1135	1135.00
"Total"	"Slope County, ND"	"38087"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	1135	1135.00
	"Stark County, ND"	"38089"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	3	3.00	0.00	26352	26352.00
"Total"	"Stark County, ND"	"38089"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	26352	26352.00
	"Steele County, ND"	"38091"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	4	4.00	0.00	2982	2982.00
"Total"	"Steele County, ND"	"38091"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	4.00	0.00	2982	2982.00
	"Stutsman County, ND"	"38093"	"1981"	"1981"	7	7.00	0.00	7	7.00	0.00	5	5.00	0.00	24085	24085.00
"Total"	"Stutsman County, ND"	"38093"			Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	Not Applicable	5.00	0.00	24085	24085.00
	"Towner County, ND"	"38095"	"1981"	"1981"	5	5.00	0.00	3	3.00	0.00	0	0.00	0.00	4013	4013.00
"Total"	"Towner County, ND"	"38095"			Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	Not Applicable	0.00	0.00	4013	4013.00
	"Traill County, ND"	"38097"	"1981"	"1981"	7	7.00	0.00	3	3.00	0.00	4	4.00	0.00	9490	9490.00
"Total"	"Traill County, ND"	"38097"			Not Applicable	7.00	0.00	Not Applicable	3.00	0.00	Not Applicable	4.00	0.00	9490	9490.00
	"Walsh County, ND"	"38099"	"1981"	"1981"	5	5.00	0.00	3	3.00	0.00	2	2.00	0.00	15233	15233.00
"Total"	"Walsh County, ND"	"38099"			Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	15233	15233.00
	"Ward County, ND"	"38101"	"1981"	"1981"	5	5.00	0.00	3	3.00	0.00	3	3.00	0.00	58922	58922.00
"Total"	"Ward County, ND"	"38101"			Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	58922	58922.00
	"Wells County, ND"	"38103"	"1981"	"1981"	5	5.00	0.00	7	7.00	0.00	2	2.00	0.00	6885	6885.00
"Total"	"Wells County, ND"	"38103"			Not Applicable	5.00	0.00	Not Applicable	7.00	0.00	Not Applicable	2.00	0.00	6885	6885.00
	"Williams County, ND"	"38105"	"1981"	"1981"	4	4.00	0.00	3	3.00	0.00	3	3.00	0.00	25184	25184.00
"Total"	"Williams County, ND"	"38105"			Not Applicable	4.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	25184	25184.00
	"Adams County, OH"	"39001"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	24369	24369.00
"Total"	"Adams County, OH"	"39001"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	24369	24369.00
	"Allen County, OH"	"39003"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	111795	111795.00
"Total"	"Allen County, OH"	"39003"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	111795	111795.00
	"Ashland County, OH"	"39005"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	46456	46456.00
"Total"	"Ashland County, OH"	"39005"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	46456	46456.00
	"Ashtabula County, OH"	"39007"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	103003	103003.00
"Total"	"Ashtabula County, OH"	"39007"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	103003	103003.00
	"Athens County, OH"	"39009"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	56747	56747.00
"Total"	"Athens County, OH"	"39009"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	56747	56747.00
	"Auglaize County, OH"	"39011"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	43067	43067.00
"Total"	"Auglaize County, OH"	"39011"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	43067	43067.00
	"Belmont County, OH"	"39013"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	81830	81830.00
"Total"	"Belmont County, OH"	"39013"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	81830	81830.00
	"Brown County, OH"	"39015"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	32160	32160.00
"Total"	"Brown County, OH"	"39015"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	32160	32160.00
	"Butler County, OH"	"39017"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	262094	262094.00
"Total"	"Butler County, OH"	"39017"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	262094	262094.00
	"Carroll County, OH"	"39019"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	25464	25464.00
"Total"	"Carroll County, OH"	"39019"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	25464	25464.00
	"Champaign County, OH"	"39021"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	33632	33632.00
"Total"	"Champaign County, OH"	"39021"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	33632	33632.00
	"Clark County, OH"	"39023"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	149553	149553.00
"Total"	"Clark County, OH"	"39023"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	149553	149553.00
	"Clermont County, OH"	"39025"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	131075	131075.00
"Total"	"Clermont County, OH"	"39025"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	131075	131075.00
	"Clinton County, OH"	"39027"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	34537	34537.00
"Total"	"Clinton County, OH"	"39027"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	34537	34537.00
	"Columbiana County, OH"	"39029"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	0	0.00	0.00	112522	112522.00
"Total"	"Columbiana County, OH"	"39029"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	0.00	0.00	112522	112522.00
	"Coshocton County, OH"	"39031"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	36260	36260.00
"Total"	"Coshocton County, OH"	"39031"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	36260	36260.00
	"Crawford County, OH"	"39033"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	49966	49966.00
"Total"	"Crawford County, OH"	"39033"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	49966	49966.00
	"Cuyahoga County, OH"	"39035"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	1488111	1488111.00
"Total"	"Cuyahoga County, OH"	"39035"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	1488111	1488111.00
	"Darke County, OH"	"39037"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	54515	54515.00
"Total"	"Darke County, OH"	"39037"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	54515	54515.00
	"Defiance County, OH"	"39039"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	39804	39804.00
"Total"	"Defiance County, OH"	"39039"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	39804	39804.00
	"Delaware County, OH"	"39041"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	54824	54824.00
"Total"	"Delaware County, OH"	"39041"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	54824	54824.00
	"Erie County, OH"	"39043"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	79290	79290.00
"Total"	"Erie County, OH"	"39043"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	79290	79290.00
	"Fairfield County, OH"	"39045"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	95779	95779.00
"Total"	"Fairfield County, OH"	"39045"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	95779	95779.00
	"Fayette County, OH"	"39047"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	27155	27155.00
"Total"	"Fayette County, OH"	"39047"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	27155	27155.00
	"Franklin County, OH"	"39049"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	879856	879856.00
"Total"	"Franklin County, OH"	"39049"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	879856	879856.00
	"Fulton County, OH"	"39051"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	37779	37779.00
"Total"	"Fulton County, OH"	"39051"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	37779	37779.00
	"Gallia County, OH"	"39053"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	30184	30184.00
"Total"	"Gallia County, OH"	"39053"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	30184	30184.00
	"Geauga County, OH"	"39055"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	74666	74666.00
"Total"	"Geauga County, OH"	"39055"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	74666	74666.00
	"Greene County, OH"	"39057"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	129835	129835.00
"Total"	"Greene County, OH"	"39057"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	129835	129835.00
	"Guernsey County, OH"	"39059"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	2	2.00	0.00	41979	41979.00
"Total"	"Guernsey County, OH"	"39059"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	41979	41979.00
	"Hamilton County, OH"	"39061"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	873373	873373.00
"Total"	"Hamilton County, OH"	"39061"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	873373	873373.00
	"Hancock County, OH"	"39063"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	64778	64778.00
"Total"	"Hancock County, OH"	"39063"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	64778	64778.00
	"Hardin County, OH"	"39065"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	32535	32535.00
"Total"	"Hardin County, OH"	"39065"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	32535	32535.00
	"Harrison County, OH"	"39067"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	17616	17616.00
"Total"	"Harrison County, OH"	"39067"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	17616	17616.00
	"Henry County, OH"	"39069"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	28461	28461.00
"Total"	"Henry County, OH"	"39069"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	28461	28461.00
	"Highland County, OH"	"39071"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	33825	33825.00
"Total"	"Highland County, OH"	"39071"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	33825	33825.00
	"Hocking County, OH"	"39073"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	24216	24216.00
"Total"	"Hocking County, OH"	"39073"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	24216	24216.00
	"Holmes County, OH"	"39075"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	29777	29777.00
"Total"	"Holmes County, OH"	"39075"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	29777	29777.00
	"Huron County, OH"	"39077"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	54694	54694.00
"Total"	"Huron County, OH"	"39077"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	54694	54694.00
	"Jackson County, OH"	"39079"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	30285	30285.00
"Total"	"Jackson County, OH"	"39079"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	30285	30285.00
	"Jefferson County, OH"	"39081"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	2	2.00	0.00	90088	90088.00
"Total"	"Jefferson County, OH"	"39081"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	90088	90088.00
	"Knox County, OH"	"39083"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	46407	46407.00
"Total"	"Knox County, OH"	"39083"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	46407	46407.00
	"Lake County, OH"	"39085"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	213999	213999.00
"Total"	"Lake County, OH"	"39085"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	213999	213999.00
	"Lawrence County, OH"	"39087"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	63171	63171.00
"Total"	"Lawrence County, OH"	"39087"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	63171	63171.00
	"Licking County, OH"	"39089"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	122629	122629.00
"Total"	"Licking County, OH"	"39089"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	122629	122629.00
	"Logan County, OH"	"39091"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	39454	39454.00
"Total"	"Logan County, OH"	"39091"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	39454	39454.00
	"Lorain County, OH"	"39093"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	273032	273032.00
"Total"	"Lorain County, OH"	"39093"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	273032	273032.00
	"Lucas County, OH"	"39095"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	3	3.00	0.00	470738	470738.00
"Total"	"Lucas County, OH"	"39095"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	470738	470738.00
	"Madison County, OH"	"39097"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	33545	33545.00
"Total"	"Madison County, OH"	"39097"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	33545	33545.00
	"Mahoning County, OH"	"39099"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	284900	284900.00
"Total"	"Mahoning County, OH"	"39099"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	284900	284900.00
	"Marion County, OH"	"39101"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	67596	67596.00
"Total"	"Marion County, OH"	"39101"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	67596	67596.00
	"Medina County, OH"	"39103"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	114253	114253.00
"Total"	"Medina County, OH"	"39103"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	114253	114253.00
	"Meigs County, OH"	"39105"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	23405	23405.00
"Total"	"Meigs County, OH"	"39105"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	23405	23405.00
	"Mercer County, OH"	"39107"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	38573	38573.00
"Total"	"Mercer County, OH"	"39107"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	38573	38573.00
	"Miami County, OH"	"39109"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	90901	90901.00
"Total"	"Miami County, OH"	"39109"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	90901	90901.00
	"Monroe County, OH"	"39111"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	16868	16868.00
"Total"	"Monroe County, OH"	"39111"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	16868	16868.00
	"Montgomery County, OH"	"39113"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	571132	571132.00
"Total"	"Montgomery County, OH"	"39113"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	571132	571132.00
	"Morgan County, OH"	"39115"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	13920	13920.00
"Total"	"Morgan County, OH"	"39115"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	13920	13920.00
	"Morrow County, OH"	"39117"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	26729	26729.00
"Total"	"Morrow County, OH"	"39117"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	26729	26729.00
	"Muskingum County, OH"	"39119"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	83356	83356.00
"Total"	"Muskingum County, OH"	"39119"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	83356	83356.00
	"Noble County, OH"	"39121"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	2	2.00	0.00	11057	11057.00
"Total"	"Noble County, OH"	"39121"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	11057	11057.00
	"Ottawa County, OH"	"39123"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	40109	40109.00
"Total"	"Ottawa County, OH"	"39123"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	40109	40109.00
	"Paulding County, OH"	"39125"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	21176	21176.00
"Total"	"Paulding County, OH"	"39125"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	21176	21176.00
	"Perry County, OH"	"39127"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	31215	31215.00
"Total"	"Perry County, OH"	"39127"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	31215	31215.00
	"Pickaway County, OH"	"39129"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	43361	43361.00
"Total"	"Pickaway County, OH"	"39129"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	43361	43361.00
	"Pike County, OH"	"39131"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	23319	23319.00
"Total"	"Pike County, OH"	"39131"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	23319	23319.00
	"Portage County, OH"	"39133"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	137509	137509.00
"Total"	"Portage County, OH"	"39133"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	137509	137509.00
	"Preble County, OH"	"39135"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	38047	38047.00
"Total"	"Preble County, OH"	"39135"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	38047	38047.00
	"Putnam County, OH"	"39137"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	33345	33345.00
"Total"	"Putnam County, OH"	"39137"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	33345	33345.00
	"Richland County, OH"	"39139"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	130516	130516.00
"Total"	"Richland County, OH"	"39139"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	130516	130516.00
	"Ross County, OH"	"39141"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	65579	65579.00
"Total"	"Ross County, OH"	"39141"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	65579	65579.00
	"Sandusky County, OH"	"39143"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	62960	62960.00
"Total"	"Sandusky County, OH"	"39143"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	62960	62960.00
	"Scioto County, OH"	"39145"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	83439	83439.00
"Total"	"Scioto County, OH"	"39145"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	83439	83439.00
	"Seneca County, OH"	"39147"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	61951	61951.00
"Total"	"Seneca County, OH"	"39147"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	61951	61951.00
	"Shelby County, OH"	"39149"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	43515	43515.00
"Total"	"Shelby County, OH"	"39149"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	43515	43515.00
	"Stark County, OH"	"39151"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	377817	377817.00
"Total"	"Stark County, OH"	"39151"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	377817	377817.00
	"Summit County, OH"	"39153"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	521749	521749.00
"Total"	"Summit County, OH"	"39153"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	521749	521749.00
	"Trumbull County, OH"	"39155"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	240638	240638.00
"Total"	"Trumbull County, OH"	"39155"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	240638	240638.00
	"Tuscarawas County, OH"	"39157"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	84849	84849.00
