"Notes"	"County"	"County Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Pembina County, ND"	"38067"	"Feb, 1979"	"1979/02"	8909.62	700	4387.70	12883.10
	"Pembina County, ND"	"38067"	"Mar, 1979"	"1979/03"	14431.81	775	6837.70	21496.40
	"Pembina County, ND"	"38067"	"Apr, 1979"	"1979/04"	17151.39	750	5004.30	25293.10
	"Pembina County, ND"	"38067"	"May, 1979"	"1979/05"	20266.15	775	7248.00	28537.10
	"Pembina County, ND"	"38067"	"Jun, 1979"	"1979/06"	24304.28	750	9527.40	29361.90
	"Pembina County, ND"	"38067"	"Jul, 1979"	"1979/07"	24554.28	775	16398.70	29187.90
	"Pembina County, ND"	"38067"	"Aug, 1979"	"1979/08"	20083.91	775	10906.70	24759.60
	"Pembina County, ND"	"38067"	"Sep, 1979"	"1979/09"	14816.00	750	7094.40	19509.20
	"Pembina County, ND"	"38067"	"Oct, 1979"	"1979/10"	8785.35	775	2651.30	14445.30
	"Pembina County, ND"	"38067"	"Nov, 1979"	"1979/11"	5757.16	750	2990.70	7953.20
	"Pembina County, ND"	"38067"	"Dec, 1979"	"1979/12"	4773.56	775	1888.40	6365.70
"Total"	"Pembina County, ND"	"38067"			14173.08	9125	1888.40	29361.90
	"Pierce County, ND"	"38069"	"Jan, 1979"	"1979/01"	6275.28	558	3254.40	9209.10
	"Pierce County, ND"	"38069"	"Feb, 1979"	"1979/02"	9138.51	504	4768.30	12514.80
	"Pierce County, ND"	"38069"	"Mar, 1979"	"1979/03"	14927.84	558	8344.30	21364.70
	"Pierce County, ND"	"38069"	"Apr, 1979"	"1979/04"	18068.58	540	6040.50	25545.70
	"Pierce County, ND"	"38069"	"May, 1979"	"1979/05"	20684.50	558	5910.00	28396.80
	"Pierce County, ND"	"38069"	"Jun, 1979"	"1979/06"	24164.28	540	11952.10	29032.80
	"Pierce County, ND"	"38069"	"Jul, 1979"	"1979/07"	24321.28	558	16686.30	28817.80
	"Pierce County, ND"	"38069"	"Aug, 1979"	"1979/08"	20398.13	558	13566.20	25203.90
	"Pierce County, ND"	"38069"	"Sep, 1979"	"1979/09"	15743.87	540	5531.90	19749.80
	"Pierce County, ND"	"38069"	"Oct, 1979"	"1979/10"	9799.71	558	4909.20	14482.80
	"Pierce County, ND"	"38069"	"Nov, 1979"	"1979/11"	5647.23	540	2023.60	7942.60
	"Pierce County, ND"	"38069"	"Dec, 1979"	"1979/12"	4915.94	558	1896.20	6450.50
"Total"	"Pierce County, ND"	"38069"			14535.89	6570	1896.20	29032.80
	"Ramsey County, ND"	"38071"	"Jan, 1979"	"1979/01"	6299.74	837	4229.00	9198.60
	"Ramsey County, ND"	"38071"	"Feb, 1979"	"1979/02"	9221.08	756	4713.60	12924.20
	"Ramsey County, ND"	"38071"	"Mar, 1979"	"1979/03"	15282.98	837	7266.60	21662.60
	"Ramsey County, ND"	"38071"	"Apr, 1979"	"1979/04"	19019.31	810	9417.30	26175.90
	"Ramsey County, ND"	"38071"	"May, 1979"	"1979/05"	22301.21	837	8565.20	28832.50
	"Ramsey County, ND"	"38071"	"Jun, 1979"	"1979/06"	23731.62	810	10991.50	28616.80
	"Ramsey County, ND"	"38071"	"Jul, 1979"	"1979/07"	24436.24	837	17128.30	28927.60
	"Ramsey County, ND"	"38071"	"Aug, 1979"	"1979/08"	20539.35	837	12639.00	25429.00
	"Ramsey County, ND"	"38071"	"Sep, 1979"	"1979/09"	15570.00	810	6423.10	20034.10
	"Ramsey County, ND"	"38071"	"Oct, 1979"	"1979/10"	9525.97	837	4437.20	14267.80
	"Ramsey County, ND"	"38071"	"Nov, 1979"	"1979/11"	5828.33	810	2403.60	8396.60
	"Ramsey County, ND"	"38071"	"Dec, 1979"	"1979/12"	5002.51	837	2126.90	6417.00
"Total"	"Ramsey County, ND"	"38071"			14760.81	9855	2126.90	28927.60
	"Ransom County, ND"	"38073"	"Jan, 1979"	"1979/01"	6590.75	558	3593.50	8313.50
	"Ransom County, ND"	"38073"	"Feb, 1979"	"1979/02"	9673.92	504	6193.90	13597.10
	"Ransom County, ND"	"38073"	"Mar, 1979"	"1979/03"	14298.51	558	5707.30	19857.20
	"Ransom County, ND"	"38073"	"Apr, 1979"	"1979/04"	16324.85	540	7160.80	22809.50
	"Ransom County, ND"	"38073"	"May, 1979"	"1979/05"	20748.99	558	5971.30	27592.10
	"Ransom County, ND"	"38073"	"Jun, 1979"	"1979/06"	22861.45	540	10249.30	28620.40
	"Ransom County, ND"	"38073"	"Jul, 1979"	"1979/07"	22804.78	558	15434.30	27737.40
	"Ransom County, ND"	"38073"	"Aug, 1979"	"1979/08"	19295.59	558	10424.80	25392.40
	"Ransom County, ND"	"38073"	"Sep, 1979"	"1979/09"	16481.52	540	9618.30	19961.60
	"Ransom County, ND"	"38073"	"Oct, 1979"	"1979/10"	9314.60	558	2684.80	15119.70
	"Ransom County, ND"	"38073"	"Nov, 1979"	"1979/11"	6301.46	540	3556.60	8999.20
	"Ransom County, ND"	"38073"	"Dec, 1979"	"1979/12"	5660.78	558	2717.20	7376.20
"Total"	"Ransom County, ND"	"38073"			14219.40	6570	2684.80	28620.40
	"Renville County, ND"	"38075"	"Jan, 1979"	"1979/01"	6183.00	434	3919.20	8883.90
	"Renville County, ND"	"38075"	"Feb, 1979"	"1979/02"	9040.49	392	4419.70	12155.60
	"Renville County, ND"	"38075"	"Mar, 1979"	"1979/03"	14650.16	434	10222.30	20564.20
	"Renville County, ND"	"38075"	"Apr, 1979"	"1979/04"	17528.72	420	5555.90	23831.20
	"Renville County, ND"	"38075"	"May, 1979"	"1979/05"	19614.44	434	5608.40	28352.90
	"Renville County, ND"	"38075"	"Jun, 1979"	"1979/06"	24806.39	420	15141.50	28982.30
	"Renville County, ND"	"38075"	"Jul, 1979"	"1979/07"	24671.10	434	16653.70	28896.90
	"Renville County, ND"	"38075"	"Aug, 1979"	"1979/08"	20322.04	434	13405.30	24698.30
	"Renville County, ND"	"38075"	"Sep, 1979"	"1979/09"	15074.31	420	3686.00	19458.40
	"Renville County, ND"	"38075"	"Oct, 1979"	"1979/10"	9776.45	434	5128.20	14763.50
	"Renville County, ND"	"38075"	"Nov, 1979"	"1979/11"	5470.00	420	2110.50	7935.00
	"Renville County, ND"	"38075"	"Dec, 1979"	"1979/12"	4707.78	434	2271.00	6058.20
"Total"	"Renville County, ND"	"38075"			14348.47	5110	2110.50	28982.30
	"Richland County, ND"	"38077"	"Jan, 1979"	"1979/01"	6453.86	868	3691.00	8627.50
	"Richland County, ND"	"38077"	"Feb, 1979"	"1979/02"	9704.97	784	6162.10	13978.20
	"Richland County, ND"	"38077"	"Mar, 1979"	"1979/03"	13545.58	868	5060.80	19125.00
	"Richland County, ND"	"38077"	"Apr, 1979"	"1979/04"	15429.79	840	5436.40	23405.70
	"Richland County, ND"	"38077"	"May, 1979"	"1979/05"	20249.17	868	5763.30	27661.30
	"Richland County, ND"	"38077"	"Jun, 1979"	"1979/06"	22607.31	840	9641.60	28803.80
	"Richland County, ND"	"38077"	"Jul, 1979"	"1979/07"	22580.71	868	15079.80	28193.10
	"Richland County, ND"	"38077"	"Aug, 1979"	"1979/08"	19169.75	868	11494.90	25549.60
	"Richland County, ND"	"38077"	"Sep, 1979"	"1979/09"	16390.81	840	8610.60	20028.70
	"Richland County, ND"	"38077"	"Oct, 1979"	"1979/10"	9151.74	868	2438.40	15576.60
	"Richland County, ND"	"38077"	"Nov, 1979"	"1979/11"	6115.12	840	2929.40	9102.50
	"Richland County, ND"	"38077"	"Dec, 1979"	"1979/12"	5572.08	868	2293.90	7341.60
"Total"	"Richland County, ND"	"38077"			13935.45	10220	2293.90	28803.80
	"Rolette County, ND"	"38079"	"Jan, 1979"	"1979/01"	6163.57	620	4186.30	9053.40
	"Rolette County, ND"	"38079"	"Feb, 1979"	"1979/02"	8965.01	560	4755.30	12417.80
	"Rolette County, ND"	"38079"	"Mar, 1979"	"1979/03"	14690.84	620	7344.20	21095.20
	"Rolette County, ND"	"38079"	"Apr, 1979"	"1979/04"	17824.84	600	6657.00	25461.70
	"Rolette County, ND"	"38079"	"May, 1979"	"1979/05"	20112.55	620	6857.60	28315.90
	"Rolette County, ND"	"38079"	"Jun, 1979"	"1979/06"	24654.64	600	10914.70	28972.50
	"Rolette County, ND"	"38079"	"Jul, 1979"	"1979/07"	24230.40	620	16807.50	28776.80
	"Rolette County, ND"	"38079"	"Aug, 1979"	"1979/08"	20577.69	620	13850.10	25168.30
	"Rolette County, ND"	"38079"	"Sep, 1979"	"1979/09"	15172.10	600	5548.30	19756.40
	"Rolette County, ND"	"38079"	"Oct, 1979"	"1979/10"	9483.19	620	4522.00	13876.20
	"Rolette County, ND"	"38079"	"Nov, 1979"	"1979/11"	5451.51	600	2008.80	7933.20
	"Rolette County, ND"	"38079"	"Dec, 1979"	"1979/12"	4722.08	620	1896.30	6156.80
"Total"	"Rolette County, ND"	"38079"			14365.76	7300	1896.30	28972.50
	"Sargent County, ND"	"38081"	"Jan, 1979"	"1979/01"	6719.94	558	4053.30	8815.70
	"Sargent County, ND"	"38081"	"Feb, 1979"	"1979/02"	9687.94	504	6111.70	13899.60
	"Sargent County, ND"	"38081"	"Mar, 1979"	"1979/03"	14023.91	558	3935.30	19020.00
	"Sargent County, ND"	"38081"	"Apr, 1979"	"1979/04"	15517.57	540	6495.10	22878.00
	"Sargent County, ND"	"38081"	"May, 1979"	"1979/05"	20436.81	558	5356.30	27289.20
	"Sargent County, ND"	"38081"	"Jun, 1979"	"1979/06"	22469.19	540	9988.10	28600.30
	"Sargent County, ND"	"38081"	"Jul, 1979"	"1979/07"	22635.41	558	14283.00	27511.80
	"Sargent County, ND"	"38081"	"Aug, 1979"	"1979/08"	19109.09	558	11352.60	25295.00
	"Sargent County, ND"	"38081"	"Sep, 1979"	"1979/09"	16466.10	540	9632.80	19893.60
	"Sargent County, ND"	"38081"	"Oct, 1979"	"1979/10"	9160.47	558	2588.40	15324.50
	"Sargent County, ND"	"38081"	"Nov, 1979"	"1979/11"	6122.66	540	2814.30	9067.70
	"Sargent County, ND"	"38081"	"Dec, 1979"	"1979/12"	5498.13	558	2210.50	7232.30
"Total"	"Sargent County, ND"	"38081"			14009.93	6570	2210.50	28600.30
	"Sheridan County, ND"	"38083"	"Jan, 1979"	"1979/01"	6541.94	558	2912.20	9544.30
	"Sheridan County, ND"	"38083"	"Feb, 1979"	"1979/02"	9136.26	504	5708.80	12753.90
	"Sheridan County, ND"	"38083"	"Mar, 1979"	"1979/03"	15101.20	558	9524.40	20766.60
	"Sheridan County, ND"	"38083"	"Apr, 1979"	"1979/04"	16992.73	540	8784.40	24246.30
	"Sheridan County, ND"	"38083"	"May, 1979"	"1979/05"	20726.99	558	9423.70	28411.20
	"Sheridan County, ND"	"38083"	"Jun, 1979"	"1979/06"	23399.55	540	10990.30	28482.70
	"Sheridan County, ND"	"38083"	"Jul, 1979"	"1979/07"	23547.10	558	12564.40	27834.90
	"Sheridan County, ND"	"38083"	"Aug, 1979"	"1979/08"	19928.30	558	11997.10	24845.30
	"Sheridan County, ND"	"38083"	"Sep, 1979"	"1979/09"	16320.23	540	5732.50	20163.90
	"Sheridan County, ND"	"38083"	"Oct, 1979"	"1979/10"	10065.19	558	4398.30	15040.20
	"Sheridan County, ND"	"38083"	"Nov, 1979"	"1979/11"	5644.23	540	2012.20	8402.60
	"Sheridan County, ND"	"38083"	"Dec, 1979"	"1979/12"	5022.20	558	2484.70	6550.80
"Total"	"Sheridan County, ND"	"38083"			14398.46	6570	2012.20	28482.70
	"Sioux County, ND"	"38085"	"Jan, 1979"	"1979/01"	6946.92	465	3310.50	9881.20
	"Sioux County, ND"	"38085"	"Feb, 1979"	"1979/02"	8751.38	420	4809.80	12411.10
	"Sioux County, ND"	"38085"	"Mar, 1979"	"1979/03"	15257.20	465	9694.90	20156.20
	"Sioux County, ND"	"38085"	"Apr, 1979"	"1979/04"	17489.25	450	7559.60	24517.80
	"Sioux County, ND"	"38085"	"May, 1979"	"1979/05"	22145.52	465	9070.30	28365.90
	"Sioux County, ND"	"38085"	"Jun, 1979"	"1979/06"	25408.48	450	11850.90	29090.50
	"Sioux County, ND"	"38085"	"Jul, 1979"	"1979/07"	23749.16	465	12648.50	27838.30
	"Sioux County, ND"	"38085"	"Aug, 1979"	"1979/08"	19933.56	465	8347.40	25379.90
	"Sioux County, ND"	"38085"	"Sep, 1979"	"1979/09"	17371.48	450	11575.20	20594.10
	"Sioux County, ND"	"38085"	"Oct, 1979"	"1979/10"	10260.80	465	4353.30	15468.50
	"Sioux County, ND"	"38085"	"Nov, 1979"	"1979/11"	6430.71	450	2905.10	10166.60
	"Sioux County, ND"	"38085"	"Dec, 1979"	"1979/12"	5324.17	465	2187.30	6850.70
"Total"	"Sioux County, ND"	"38085"			14953.90	5475	2187.30	29090.50
	"Slope County, ND"	"38087"	"Jan, 1979"	"1979/01"	6791.86	775	3198.00	9778.70
	"Slope County, ND"	"38087"	"Feb, 1979"	"1979/02"	8578.27	700	4710.10	12636.40
	"Slope County, ND"	"38087"	"Mar, 1979"	"1979/03"	15084.15	775	7824.00	19627.50
	"Slope County, ND"	"38087"	"Apr, 1979"	"1979/04"	17647.34	750	7577.10	22952.00
	"Slope County, ND"	"38087"	"May, 1979"	"1979/05"	20732.60	775	6889.20	27786.20
	"Slope County, ND"	"38087"	"Jun, 1979"	"1979/06"	26420.95	750	17691.40	28969.10
	"Slope County, ND"	"38087"	"Jul, 1979"	"1979/07"	25209.98	775	17401.00	27962.70
	"Slope County, ND"	"38087"	"Aug, 1979"	"1979/08"	20266.22	775	11804.30	24917.60
	"Slope County, ND"	"38087"	"Sep, 1979"	"1979/09"	16635.65	750	11531.80	19758.30
	"Slope County, ND"	"38087"	"Oct, 1979"	"1979/10"	10452.85	775	3703.10	14974.30
	"Slope County, ND"	"38087"	"Nov, 1979"	"1979/11"	6433.83	750	2860.00	9954.40
	"Slope County, ND"	"38087"	"Dec, 1979"	"1979/12"	5271.27	775	2187.00	6670.00
"Total"	"Slope County, ND"	"38087"			14992.88	9125	2187.00	28969.10
	"Stark County, ND"	"38089"	"Jan, 1979"	"1979/01"	6516.34	837	3094.80	9227.50
	"Stark County, ND"	"38089"	"Feb, 1979"	"1979/02"	8701.43	756	4803.90	12672.20
	"Stark County, ND"	"38089"	"Mar, 1979"	"1979/03"	15091.27	837	9009.90	19606.00
	"Stark County, ND"	"38089"	"Apr, 1979"	"1979/04"	17583.01	810	8271.90	22644.30
	"Stark County, ND"	"38089"	"May, 1979"	"1979/05"	20908.21	837	6751.00	28199.50
	"Stark County, ND"	"38089"	"Jun, 1979"	"1979/06"	25920.03	810	15523.60	28930.50
	"Stark County, ND"	"38089"	"Jul, 1979"	"1979/07"	25016.30	837	16414.20	28104.90
	"Stark County, ND"	"38089"	"Aug, 1979"	"1979/08"	20138.48	837	11870.20	24619.80
	"Stark County, ND"	"38089"	"Sep, 1979"	"1979/09"	16594.02	810	8702.80	19869.50
	"Stark County, ND"	"38089"	"Oct, 1979"	"1979/10"	10287.26	837	4015.10	14811.10
	"Stark County, ND"	"38089"	"Nov, 1979"	"1979/11"	6532.59	810	3213.00	9698.50
	"Stark County, ND"	"38089"	"Dec, 1979"	"1979/12"	5164.92	837	2289.20	6604.10
"Total"	"Stark County, ND"	"38089"			14902.29	9855	2289.20	28930.50
	"Steele County, ND"	"38091"	"Jan, 1979"	"1979/01"	6207.22	372	3592.90	8214.70
	"Steele County, ND"	"38091"	"Feb, 1979"	"1979/02"	9455.12	336	5568.70	13360.10
	"Steele County, ND"	"38091"	"Mar, 1979"	"1979/03"	15075.72	372	6775.10	21767.70
	"Steele County, ND"	"38091"	"Apr, 1979"	"1979/04"	17833.43	360	8384.70	24985.70
	"Steele County, ND"	"38091"	"May, 1979"	"1979/05"	21558.86	372	7466.70	28278.70
	"Steele County, ND"	"38091"	"Jun, 1979"	"1979/06"	23934.61	360	10040.50	29234.40
	"Steele County, ND"	"38091"	"Jul, 1979"	"1979/07"	23273.58	372	14033.70	28015.50
	"Steele County, ND"	"38091"	"Aug, 1979"	"1979/08"	20230.80	372	9444.60	25242.90
	"Steele County, ND"	"38091"	"Sep, 1979"	"1979/09"	16309.85	360	6912.90	20178.00
	"Steele County, ND"	"38091"	"Oct, 1979"	"1979/10"	9464.96	372	3770.40	14730.10
	"Steele County, ND"	"38091"	"Nov, 1979"	"1979/11"	6077.28	360	3133.40	8494.70
	"Steele County, ND"	"38091"	"Dec, 1979"	"1979/12"	5358.54	372	2313.50	7030.70
"Total"	"Steele County, ND"	"38091"			14590.85	4380	2313.50	29234.40
	"Stutsman County, ND"	"38093"	"Jan, 1979"	"1979/01"	6329.30	1488	2901.80	9063.60
	"Stutsman County, ND"	"38093"	"Feb, 1979"	"1979/02"	9282.54	1344	5469.30	13385.30
	"Stutsman County, ND"	"38093"	"Mar, 1979"	"1979/03"	15511.32	1488	6456.10	21416.60
	"Stutsman County, ND"	"38093"	"Apr, 1979"	"1979/04"	17794.74	1440	10218.60	24183.90
	"Stutsman County, ND"	"38093"	"May, 1979"	"1979/05"	21384.56	1488	6384.00	28297.70
	"Stutsman County, ND"	"38093"	"Jun, 1979"	"1979/06"	23356.37	1440	9584.90	28848.10
	"Stutsman County, ND"	"38093"	"Jul, 1979"	"1979/07"	23041.37	1488	11892.90	27704.00
	"Stutsman County, ND"	"38093"	"Aug, 1979"	"1979/08"	19571.79	1488	9614.10	25366.20
	"Stutsman County, ND"	"38093"	"Sep, 1979"	"1979/09"	16632.39	1440	6819.40	20195.70
	"Stutsman County, ND"	"38093"	"Oct, 1979"	"1979/10"	9821.37	1488	4477.60	15458.90
	"Stutsman County, ND"	"38093"	"Nov, 1979"	"1979/11"	6360.28	1440	2913.90	8979.60
	"Stutsman County, ND"	"38093"	"Dec, 1979"	"1979/12"	5419.94	1488	3032.50	7184.10
"Total"	"Stutsman County, ND"	"38093"			14569.02	17520	2901.80	28848.10
	"Towner County, ND"	"38095"	"Jan, 1979"	"1979/01"	6204.94	620	4376.30	9104.90
	"Towner County, ND"	"38095"	"Feb, 1979"	"1979/02"	8913.78	560	4318.30	12237.50
	"Towner County, ND"	"38095"	"Mar, 1979"	"1979/03"	14837.13	620	6980.70	21365.00
	"Towner County, ND"	"38095"	"Apr, 1979"	"1979/04"	18723.65	600	8546.10	26342.90
	"Towner County, ND"	"38095"	"May, 1979"	"1979/05"	21208.19	620	8476.70	28439.90
	"Towner County, ND"	"38095"	"Jun, 1979"	"1979/06"	24357.70	600	10732.20	28615.90
	"Towner County, ND"	"38095"	"Jul, 1979"	"1979/07"	24366.03	620	17361.30	28876.40
	"Towner County, ND"	"38095"	"Aug, 1979"	"1979/08"	20506.42	620	13867.70	25256.00
	"Towner County, ND"	"38095"	"Sep, 1979"	"1979/09"	15022.47	600	5958.10	19544.20
	"Towner County, ND"	"38095"	"Oct, 1979"	"1979/10"	9317.17	620	4359.60	13883.70
	"Towner County, ND"	"38095"	"Nov, 1979"	"1979/11"	5370.66	600	2118.80	7634.70
	"Towner County, ND"	"38095"	"Dec, 1979"	"1979/12"	4631.28	620	1629.30	6208.10
"Total"	"Towner County, ND"	"38095"			14485.00	7300	1629.30	28876.40
	"Traill County, ND"	"38097"	"Jan, 1979"	"1979/01"	6119.09	465	3567.50	8048.00
	"Traill County, ND"	"38097"	"Feb, 1979"	"1979/02"	9298.39	420	5232.50	13399.60
	"Traill County, ND"	"38097"	"Mar, 1979"	"1979/03"	14457.83	465	6883.90	21107.60
	"Traill County, ND"	"38097"	"Apr, 1979"	"1979/04"	16630.61	450	6582.40	24830.20
	"Traill County, ND"	"38097"	"May, 1979"	"1979/05"	20680.30	465	7231.60	28630.50
	"Traill County, ND"	"38097"	"Jun, 1979"	"1979/06"	23744.36	450	11062.90	29236.50
	"Traill County, ND"	"38097"	"Jul, 1979"	"1979/07"	23570.26	465	13978.20	28810.10
	"Traill County, ND"	"38097"	"Aug, 1979"	"1979/08"	20183.85	465	8014.40	25525.70
	"Traill County, ND"	"38097"	"Sep, 1979"	"1979/09"	16009.37	450	6618.20	20117.60
	"Traill County, ND"	"38097"	"Oct, 1979"	"1979/10"	9189.28	465	2485.60	15066.30
	"Traill County, ND"	"38097"	"Nov, 1979"	"1979/11"	5876.93	450	3299.90	8657.00
	"Traill County, ND"	"38097"	"Dec, 1979"	"1979/12"	5240.82	465	1930.60	6826.40
"Total"	"Traill County, ND"	"38097"			14276.38	5475	1930.60	29236.50
	"Walsh County, ND"	"38099"	"Jan, 1979"	"1979/01"	6130.80	589	4084.80	9159.30
	"Walsh County, ND"	"38099"	"Feb, 1979"	"1979/02"	9019.82	532	4792.20	12945.90
	"Walsh County, ND"	"38099"	"Mar, 1979"	"1979/03"	14925.78	589	6663.30	21888.60
	"Walsh County, ND"	"38099"	"Apr, 1979"	"1979/04"	18005.98	570	6328.70	25579.20
	"Walsh County, ND"	"38099"	"May, 1979"	"1979/05"	21119.21	589	9176.90	28621.10
	"Walsh County, ND"	"38099"	"Jun, 1979"	"1979/06"	24009.97	570	9525.60	29269.70
	"Walsh County, ND"	"38099"	"Jul, 1979"	"1979/07"	24460.66	589	16558.00	28689.90
	"Walsh County, ND"	"38099"	"Aug, 1979"	"1979/08"	20256.61	589	11999.60	24815.80
	"Walsh County, ND"	"38099"	"Sep, 1979"	"1979/09"	15341.01	570	6699.70	19675.70
	"Walsh County, ND"	"38099"	"Oct, 1979"	"1979/10"	9079.39	589	3354.00	14595.30
	"Walsh County, ND"	"38099"	"Nov, 1979"	"1979/11"	5879.75	570	3525.40	7897.40
	"Walsh County, ND"	"38099"	"Dec, 1979"	"1979/12"	4942.07	589	2034.60	6372.50
"Total"	"Walsh County, ND"	"38099"			14460.29	6935	2034.60	29269.70
	"Ward County, ND"	"38101"	"Jan, 1979"	"1979/01"	6309.70	1302	1986.70	9298.20
	"Ward County, ND"	"38101"	"Feb, 1979"	"1979/02"	8921.54	1176	4472.70	12465.20
	"Ward County, ND"	"38101"	"Mar, 1979"	"1979/03"	14480.20	1302	8228.80	20871.20
	"Ward County, ND"	"38101"	"Apr, 1979"	"1979/04"	17060.96	1260	5455.00	24228.30
	"Ward County, ND"	"38101"	"May, 1979"	"1979/05"	19866.87	1302	5529.30	28297.10
	"Ward County, ND"	"38101"	"Jun, 1979"	"1979/06"	24745.62	1260	10895.50	28985.40
	"Ward County, ND"	"38101"	"Jul, 1979"	"1979/07"	24480.40	1302	16163.80	28872.80
	"Ward County, ND"	"38101"	"Aug, 1979"	"1979/08"	20244.18	1302	12758.90	24927.10
	"Ward County, ND"	"38101"	"Sep, 1979"	"1979/09"	15596.69	1260	3669.70	19779.00
	"Ward County, ND"	"38101"	"Oct, 1979"	"1979/10"	10019.72	1302	3528.60	14947.80
	"Ward County, ND"	"38101"	"Nov, 1979"	"1979/11"	5667.95	1260	2243.00	8885.20
	"Ward County, ND"	"38101"	"Dec, 1979"	"1979/12"	4889.84	1302	2478.60	6503.70
"Total"	"Ward County, ND"	"38101"			14386.19	15330	1986.70	28985.40
	"Wells County, ND"	"38103"	"Jan, 1979"	"1979/01"	6384.33	806	3014.70	9270.30
	"Wells County, ND"	"38103"	"Feb, 1979"	"1979/02"	9158.31	728	5726.10	12525.40
	"Wells County, ND"	"38103"	"Mar, 1979"	"1979/03"	14916.27	806	7256.50	20950.60
	"Wells County, ND"	"38103"	"Apr, 1979"	"1979/04"	17963.30	780	8944.30	25270.60
	"Wells County, ND"	"38103"	"May, 1979"	"1979/05"	21544.89	806	7915.60	28617.80
	"Wells County, ND"	"38103"	"Jun, 1979"	"1979/06"	23462.50	780	10911.50	28827.70
	"Wells County, ND"	"38103"	"Jul, 1979"	"1979/07"	23757.18	806	13637.60	28183.40
	"Wells County, ND"	"38103"	"Aug, 1979"	"1979/08"	19950.34	806	11424.80	25053.80
	"Wells County, ND"	"38103"	"Sep, 1979"	"1979/09"	16266.54	780	5908.30	20136.10
	"Wells County, ND"	"38103"	"Oct, 1979"	"1979/10"	9848.64	806	4796.30	14890.40
	"Wells County, ND"	"38103"	"Nov, 1979"	"1979/11"	5872.40	780	2140.30	8273.10
	"Wells County, ND"	"38103"	"Dec, 1979"	"1979/12"	5238.08	806	2813.60	6705.90
"Total"	"Wells County, ND"	"38103"			14559.47	9490	2140.30	28827.70
	"Williams County, ND"	"38105"	"Jan, 1979"	"1979/01"	6244.66	1271	2971.70	8764.00
	"Williams County, ND"	"38105"	"Feb, 1979"	"1979/02"	8485.54	1148	4155.10	12195.20
	"Williams County, ND"	"38105"	"Mar, 1979"	"1979/03"	14884.58	1271	8658.10	19997.80
	"Williams County, ND"	"38105"	"Apr, 1979"	"1979/04"	16773.83	1230	6562.40	22925.40
	"Williams County, ND"	"38105"	"May, 1979"	"1979/05"	19855.69	1271	6625.70	28293.10
	"Williams County, ND"	"38105"	"Jun, 1979"	"1979/06"	25484.37	1230	14842.60	28916.90
	"Williams County, ND"	"38105"	"Jul, 1979"	"1979/07"	25217.83	1271	15884.10	29179.50
	"Williams County, ND"	"38105"	"Aug, 1979"	"1979/08"	21042.62	1271	13293.50	25475.00
	"Williams County, ND"	"38105"	"Sep, 1979"	"1979/09"	15742.89	1230	3912.10	19845.90
	"Williams County, ND"	"38105"	"Oct, 1979"	"1979/10"	9952.06	1271	3061.20	14334.80
	"Williams County, ND"	"38105"	"Nov, 1979"	"1979/11"	5710.86	1230	2448.40	9073.10
	"Williams County, ND"	"38105"	"Dec, 1979"	"1979/12"	4510.48	1271	2053.90	5978.20
"Total"	"Williams County, ND"	"38105"			14525.75	14965	2053.90	29179.50
	"Adams County, OH"	"39001"	"Jan, 1979"	"1979/01"	6052.30	310	2175.80	10039.90
	"Adams County, OH"	"39001"	"Feb, 1979"	"1979/02"	8491.86	280	3067.30	15162.20
	"Adams County, OH"	"39001"	"Mar, 1979"	"1979/03"	13486.61	310	7365.50	19738.90
	"Adams County, OH"	"39001"	"Apr, 1979"	"1979/04"	16051.77	300	7711.80	24278.00
	"Adams County, OH"	"39001"	"May, 1979"	"1979/05"	21310.25	310	6279.00	28368.50
	"Adams County, OH"	"39001"	"Jun, 1979"	"1979/06"	22451.74	300	10680.90	29891.70
	"Adams County, OH"	"39001"	"Jul, 1979"	"1979/07"	21346.87	310	11884.00	30002.00
	"Adams County, OH"	"39001"	"Aug, 1979"	"1979/08"	20030.63	310	10730.50	27156.90
	"Adams County, OH"	"39001"	"Sep, 1979"	"1979/09"	16836.61	300	4981.30	22573.10
	"Adams County, OH"	"39001"	"Oct, 1979"	"1979/10"	11948.86	310	4546.30	18553.80
	"Adams County, OH"	"39001"	"Nov, 1979"	"1979/11"	7985.78	300	2429.40	12486.70
	"Adams County, OH"	"39001"	"Dec, 1979"	"1979/12"	6800.24	310	2390.50	9692.80
"Total"	"Adams County, OH"	"39001"			14432.32	3650	2175.80	30002.00
	"Allen County, OH"	"39003"	"Jan, 1979"	"1979/01"	7107.66	248	2711.40	10562.60
	"Allen County, OH"	"39003"	"Feb, 1979"	"1979/02"	10123.16	224	4983.50	15168.40
	"Allen County, OH"	"39003"	"Mar, 1979"	"1979/03"	12606.79	248	7165.10	18754.30
	"Allen County, OH"	"39003"	"Apr, 1979"	"1979/04"	16485.18	240	5222.50	25026.50
	"Allen County, OH"	"39003"	"May, 1979"	"1979/05"	19798.64	248	6856.30	27434.10
